timestamp,file_path,yt_link,title
2025-12-09T20:26:56.560107,Processed Shorts\final_Jacqueline_fernandez_hot_1.mp4,https://youtube.com/watch?v=q3S8EWHkFBU,Jacqueline fernandez hot
2025-12-09T20:35:46.189841,Processed Shorts\final_Jacqueline_fernandez_hot_2.mp4,https://youtube.com/watch?v=dZcijrJimxI,Jacqueline fernandez hot
2025-12-11T05:20:35.117695,Processed Shorts\final_Disha_patani_hot_1.mp4,https://youtube.com/watch?v=SnPDo2YfF9s,Disha patani hot
2025-12-13T14:49:53.640795,Processed Shorts\final_Nushrat_hot_2.mp4,https://youtube.com/watch?v=-NeYka3432M,Nushrat hot
2025-12-13T21:39:09.682613,Processed Shorts\final_Shalpz_hot_5.mp4,https://youtube.com/watch?v=Yub1c2eM7TM,Shalpz hot
2025-12-13T22:32:56.349381,Processed Shorts\final_Akanksha_puri_hot_2.mp4,https://youtube.com/watch?v=Ks45mtz1qhs,Akanksha puri hot
2025-12-13T22:36:31.922242,Processed Shorts\final_Disha_patani_hot.mp4,https://youtube.com/watch?v=c6_fOR2qC6E,Disha patani hot
2025-12-14T04:52:13.531034,watch?v=T0E4X7hQ2kU,unknown,LOW,true,approved,default_channel
2025-12-14T05:24:57.593548,watch?v=zHGWxdArFSk,unknown,LOW,true,approved,default_channel
2025-12-15T11:07:25.403888,watch?v=_4utguKw-Z0,unknown,UNKNOWN,true,approved,default_channel
2025-12-15T12:08:51.487910,watch?v=82f8SuiBO3c,unknown,MEDIUM,true,approved,default_channel
2025-12-15T13:34:24.853410,watch?v=63JsBc2_36g,unknown,MEDIUM,true,approved,default_channel
2025-12-15T15:05:52.641016,watch?v=Uc7I66TJw88,unknown,MEDIUM,true,approved,default_channel
2025-12-15T17:15:49.463888,watch?v=DDvoSFaz_yo,unknown,MEDIUM,true,approved,default_channel
2025-12-15T18:16:13.414670,watch?v=6CByvziZZVQ,unknown,MEDIUM,true,approved,default_channel
2025-12-15T18:33:08.016602,watch?v=QpGr95PdL2w,unknown,LOW,true,approved,default_channel
2025-12-15T21:06:10.172570,watch?v=dn2RZ1i7Pqg,unknown,LOW,true,approved,default_channel
2025-12-15T23:40:45.878140,watch?v=K5KItswQbL8,unknown,LOW,true,approved,default_channel
2025-12-16T03:49:43.772202,watch?v=qK3CESDlAbc,unknown,unknown,true,approved,default_channel
2025-12-16T14:41:19.583878,watch?v=YG7YGABx3UA,unknown,LOW,true,approved,default_channel
